text;emotion
i feel a bit nostalgic as i wonder where my passion for writing a blog times a week has gone;love
im feeling particularly dangerous a chocolate cookie;anger
im feeling ok and always has a hand on me or sits very close;joy
im feeling quite mellow now in spite of having raging pms the past few days which means im likely to erupt with little or no warning;joy
i feel like an innocent victim i feel that i just can t win;joy
i actually thought i would feel bothered being their since ehb and the other woman ow spent quite a bit of time together there but i didnt feel much of anything;anger
i feel they are sincere in wanting to resolve these grievances;joy
i also have to attire my regular moisturizer and an oil based primer below it yet with all those points along my skin color feels and looks tender and great all time of day something thats normally not attainable to me;love
i feel apprehensive about the ride ahead;fear
i feel bothered;anger
i feel a hint of my beloved art nouveau era in this bracelet;love
i mostly take the stairs there are of them but occasionally when i am feeling particularly lethargic because of a number of consecutive late nights i bow down to ease and convenience;sadness
i do not feel insecure or unsafe;fear
i feel sort of pathetic saying that my iphone internet and tv are my must haves but lets be honest they are;sadness
i guess while i can understand their concern i can t help but feel a little rejected;sadness
i laced my shoes and pounded out those feelings on the hot black pavement before me;love
i male are stupid first for woman cry babies and should get over it and you feel really cool for putting the stupid men in their place;joy
